address,bank,rating,review_title_by_user,review,rating_title_by_user,useful_count,polarity,compound,Sentiment_Category,cleaned_review,label
Stevenage,Unknown,5.0,"""Good account for high salaried people""","I opened my salary account with Standard Chartered bank for almost 2 years ago. There is only branch available in Pune hence i need to travel a lot for depositing the cash and other request. ATM facility also less in my city.  Earlier they were not charging any additional for other ATM withdrawal but now after completion of 10 transaction from other ATM, they are charging pounds. 25 for per transactions.  If they are improving the ATM facility, it would be fine. They don't provide any offers to the customer.",Blown Away!,7,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.714}",0.714,Neutral,i opened my salary account with standard chartered bank for almost 2 years ago there is only branch available in pune hence i need to travel a lot for depositing the cash and other request atm facility also less in my city earlier they were not charging any additional for other atm withdrawal but now after completion of 10 transaction from other atm they are charging pounds 25 for per transactions if they are improving the atm facility it would be fine they don t provide any offers to the customer ,1
Hull,Metro Bank,4.0,"""Good Account""",I opened my savings account from CANARA bank and I have been using for last 6 years. Chosen this account in my home town because the branch is located to nearby my place. Executive response was good and I need to hold a minimum balance of pounds. 1000. Their app facility is convenient to use. I could find branches and ATM in all the places.,Great!,8,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.4404}",0.4404,Neutral,i opened my savings account from canara bank and i have been using for last 6 years chosen this account in my home town because the branch is located to nearby my place executive response was good and i need to hold a minimum balance of pounds 1000 their app facility is convenient to use i could find branches and atm in all the places ,1
Hull,Unknown,4.0,"""Good Account""","My company was offered me 5 banks but I have chosen standard Chartered bank and its a zero balance account to use. There is no ATM withdrawal charges even I do  from other bank. I have selected the same. In net banking facility, some features are not available like downloading the countryment through PDF options.",Great!,6,"{'neg': 0.147, 'neu': 0.832, 'pos': 0.021, 'compound': -0.7885}",-0.7885,To be Improved,my company was offered me 5 banks but i have chosen standard chartered bank and its a zero balance account to use there is no atm withdrawal charges even i do from other bank i have selected the same in net banking facility some features are not available like downloading the countryment through pdf options ,1
Cardiff,Santander,5.0,"""Good Account""","Before 1.5 years, i have opened the salary account with Bank of England of UK. Bank account is convenient to use. They have given me a zero balance account. I went to their branch for getting a passbook and to get a ATM card as well and the response is okay. We have a branch which is a cashless one so branch was not crowded.",Blown Away!,3,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4588}",0.4588,Neutral,before 1 5 years i have opened the salary account with bank of england of uk bank account is convenient to use they have given me a zero balance account i went to their branch for getting a passbook and to get a atm card as well and the response is okay we have a branch which is a cashless one so branch was not crowded ,1
Hull,Barclays,5.0,"""Recommendable bank""",Its going to be 5 years since I'm using the savings account from Barclays Tesla bank because i like their service and my salary also getting credited to this account. I'm fine with the net banking and mobile app facility. I just visited the branch once for changing my mobile number and their service is very good in their branch also.,Blown Away!,2,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.8516}",0.8516,Blown Away,its going to be 5 years since i m using the savings account from barclays tesla bank because i like their service and my salary also getting credited to this account i m fine with the net banking and mobile app facility i just visited the branch once for changing my mobile number and their service is very good in their branch also ,1
Cardiff,Santander,5.0,"""Good account ""","When compared to earlier, now Santander is providing good service. I have been holding this account for more than 3-4 years and which have opened for my personal use. No need to maintain a minimum balance account. The branch service is fine and near from my home to reach.",Blown Away!,1,"{'neg': 0.043, 'neu': 0.843, 'pos': 0.114, 'compound': 0.3818}",0.3818,Neutral,when compared to earlier now santander is providing good service i have been holding this account for more than 3 4 years and which have opened for my personal use no need to maintain a minimum balance account the branch service is fine and near from my home to reach ,1
Grimsby,HSBC,5.0,"""Overall very good account""",Using my savings account with HSBC for almost 5 years. I am maintaining a minimum balance of pounds. 2500 which is mandatory even though its a salary account. Sometimes I'm facing a issue like they are charging me a high amount if I'm not maintaining the balance. I can find the branches in all the places.,Blown Away!,0,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.4215}",0.4215,Neutral,using my savings account with hsbc for almost 5 years i am maintaining a minimum balance of pounds 2500 which is mandatory even though its a salary account sometimes i m facing a issue like they are charging me a high amount if i m not maintaining the balance i can find the branches in all the places ,1
Hull,Metro Bank,5.0,"""Good service """,Metro Bank before I was using as salary account but after shifting my company cannot use this account for further and I am yet to  convert into saving account. I am holding account  for past 10 years. There is SMS charge applicable of 12 pounds which is nominal. ATM charge is 22 pounds. I am using both mobile app and net banking are user friendly to access.,Blown Away!,8,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.6486}",0.6486,Neutral,metro bank before i was using as salary account but after shifting my company cannot use this account for further and i am yet to convert into saving account i am holding account for past 10 years there is sms charge applicable of 12 pounds which is nominal atm charge is 22 pounds i am using both mobile app and net banking are user friendly to access ,1
Hull,HSBC,5.0,"""Need to improve customer service """,I am holding salary account with HSBC past 1 year. Since its salary account  no need to maintain a minimum balance amount. I can do transaction of  5 times if exceed ATM  charges of 22 pounds. Mobile app is not user friendly and I am facing server issue.  The customer service is not good in response.,Blown Away!,0,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.8092}",-0.8092,To be Improved,i am holding salary account with hsbc past 1 year since its salary account no need to maintain a minimum balance amount i can do transaction of 5 times if exceed atm charges of 22 pounds mobile app is not user friendly and i am facing server issue the customer service is not good in response ,1
Stevenage,Unknown,3.0,"""Good ""","I have been using an account as saving in DENA bank for past 7 years. Need to maintain a minimum amount of  4- 5K  if not some charges are applicable. Many times I visit branches , their service is good, I am not using mobile app  and net banking service yet. I get offers message often.",Satisfactory,4,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5739}",0.5739,Neutral,i have been using an account as saving in dena bank for past 7 years need to maintain a minimum amount of 4 5k if not some charges are applicable many times i visit branches their service is good i am not using mobile app and net banking service yet i get offers message often ,0
Stevenage,HSBC,3.0,"""Good """,I am holding a savings account  for my personal need in HSBC  bank for more than 4 years. There is no hidden charges in this bank. Need to maintain a minimum balance amount of 10K in account if not charges are applicable of 800 pounds plus GST. I am using net banking and it is user friendly to access.,Satisfactory,1,"{'neg': 0.107, 'neu': 0.839, 'pos': 0.054, 'compound': -0.296}",-0.296,To be Improved,i am holding a savings account for my personal need in hsbc bank for more than 4 years there is no hidden charges in this bank need to maintain a minimum balance amount of 10k in account if not charges are applicable of 800 pounds plus gst i am using net banking and it is user friendly to access ,0
Cardiff,Unknown,5.0,"""Need to provdie offer message for other product """,I am holding saving account from CORPORATION BANK  past  9 years. Need to maintain a minimum balance of 500 pounds. If not some charge would be applicable. ATM and branches service are good. I do get alert message on time for each transaction. But there are not sending any offers message.,Blown Away!,3,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3716}",0.3716,Neutral,i am holding saving account from corporation bank past 9 years need to maintain a minimum balance of 500 pounds if not some charge would be applicable atm and branches service are good i do get alert message on time for each transaction but there are not sending any offers message ,1
Cardiff,Barclays,4.0,"""Good ""","Recently I opened a saving account from Barclays bank on last December and I need to maintain a minimum amount of 10K. It is 811 online saving account with nominal charges of 5%, Atm and branch's are near from my home. So far I got 2 -3 times offer messages from their end.",Great!,1,"{'neg': 0.044, 'neu': 0.956, 'pos': 0.0, 'compound': -0.2732}",-0.2732,To be Improved,recently i opened a saving account from barclays bank on last december and i need to maintain a minimum amount of 10k it is 811 online saving account with nominal charges of 5 atm and branch s are near from my home so far i got 2 3 times offer messages from their end ,1
Peterborough,Lloyds Bank,5.0,"""Services are good""",My savings account was chosen in Lloyds Bank and i have opened the account in the year of 2013. It was my previous company salary account after that i have converted into savings account. Its a zero balance account to use. Branch response was good and the staffs are very helpful. I find the branches and ATMs in almost all the places.,Blown Away!,1,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.7178}",0.7178,Neutral,my savings account was chosen in lloyds bank and i have opened the account in the year of 2013 it was my previous company salary account after that i have converted into savings account its a zero balance account to use branch response was good and the staffs are very helpful i find the branches and atms in almost all the places ,1
Peterborough,HSBC,4.0,"""Flexible to use""","10 years ago, i have opened the salary account from HSBC and it was offered by my company. I don't need to maintain any minimum balance. Its very good use the net banking facility. I have visited their branch and the response is good. The branch is not that much crowded. Only drawback is I can do only limited transaction from other bank ATM.",Great!,0,"{'neg': 0.029, 'neu': 0.873, 'pos': 0.098, 'compound': 0.669}",0.669,Neutral,10 years ago i have opened the salary account from hsbc and it was offered by my company i don t need to maintain any minimum balance its very good use the net banking facility i have visited their branch and the response is good the branch is not that much crowded only drawback is i can do only limited transaction from other bank atm ,1
London,HSBC,4.0,"""Good internet banking""","I have opened the salary account about 6 years ago. I have never faced any issues till now. If i have any questions, its a long way of connecting with them and sometimes, they used to hung up the call while customer is talking. Its fine to use the net banking facility and they don't charge me any hidden charges. The transactions are smooth.",Great!,0,"{'neg': 0.034, 'neu': 0.936, 'pos': 0.03, 'compound': -0.0772}",-0.0772,To be Improved,i have opened the salary account about 6 years ago i have never faced any issues till now if i have any questions its a long way of connecting with them and sometimes they used to hung up the call while customer is talking its fine to use the net banking facility and they don t charge me any hidden charges the transactions are smooth ,1
Cardiff,Santander,4.0,"""Good Account""","My savings account was opened in Santander, last 5 years ago because Prime Minister Modi asked every citizen from UK needs to open an account in Bank of England of UK. When i was opened the account, there is no minimum balance is to be maintained but after 2 years, they asked me to hold a minimum balance of pounds. 5000 but they don't deduct any hidden charges.",Great!,2,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.5023}",-0.5023,To be Improved,my savings account was opened in santander last 5 years ago because prime minister modi asked every citizen from uk needs to open an account in bank of england of uk when i was opened the account there is no minimum balance is to be maintained but after 2 years they asked me to hold a minimum balance of pounds 5000 but they don t deduct any hidden charges ,1
Stockport,HSBC,5.0,"""Best for all """,I maintain my salary  account from HSBC past 9-10 months.  I got an option to open account from my company. The branch is 2KM distance from my home. Atm service is good. Really good at their own place. I am getting good  loans and card offers from their end.,Blown Away!,0,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.8271}",0.8271,Blown Away,i maintain my salary account from hsbc past 9 10 months i got an option to open account from my company the branch is 2km distance from my home atm service is good really good at their own place i am getting good loans and card offers from their end ,1
Stockport,Santander,5.0,"""Good ""","I am having my saving account for past 9-10 years. Since  most of my family members opened an account here and service is good so I preferred this bank. I need to maintain minimum amount of  3K, if not minimum charge applicable of 15 pounds for 3 months once.  The branch is quite far from my place. I am not getting any offers so far.",Blown Away!,2,"{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.4404}",0.4404,Neutral,i am having my saving account for past 9 10 years since most of my family members opened an account here and service is good so i preferred this bank i need to maintain minimum amount of 3k if not minimum charge applicable of 15 pounds for 3 months once the branch is quite far from my place i am not getting any offers so far ,1
Stockport,Monzo,2.0,"""Need to improve the service""",Monzo bank account benefits are not good hence i rarely use this account now. My savings account was opened in the year of 2012. Its a zero balance account to use. They don't have any mobile app facility. Branch response was not that much good when i visit the branch to open the account and lot of hassle was there.,Expected more,10,"{'neg': 0.078, 'neu': 0.879, 'pos': 0.042, 'compound': -0.2987}",-0.2987,To be Improved,monzo bank account benefits are not good hence i rarely use this account now my savings account was opened in the year of 2012 its a zero balance account to use they don t have any mobile app facility branch response was not that much good when i visit the branch to open the account and lot of hassle was there ,0
Stockport,Unknown,5.0,"""Very simple and good offers""","DBS is awesome bank and i never had any complaints from this bank. They have done a paperless account opening. Based on the benefits, i have selected this account because the RD interest rates are good. In fact, i can make the payment directly to the shops and their app is very friendly to use. Every month i used to get pounds. 750 if i do maintain a balance of pounds. 10000 and they have their terms and conditions to get a cashbacks.",Blown Away!,15,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.9542}",0.9542,Blown Away,dbs is awesome bank and i never had any complaints from this bank they have done a paperless account opening based on the benefits i have selected this account because the rd interest rates are good in fact i can make the payment directly to the shops and their app is very friendly to use every month i used to get pounds 750 if i do maintain a balance of pounds 10000 and they have their terms and conditions to get a cashbacks ,1
Stockport,Santander,5.0,"""Good Account""","When i was doing my studies, i have opened the savings account from Bank of England of UK. From my college itself, they have opened this account because branch is available on my campus. I need to maintain a minimum balance of pounds. 2500. The branch response was good when i was visited 2 years before.",Blown Away!,1,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4404}",0.4404,Neutral,when i was doing my studies i have opened the savings account from bank of england of uk from my college itself they have opened this account because branch is available on my campus i need to maintain a minimum balance of pounds 2500 the branch response was good when i was visited 2 years before ,1
Hull,HSBC,5.0,"""Good ""","When I was working in previous company, they had opened a salary account from HSBC Bank and I maintain it for the past 1 year. But suddenly I changed to other company so opened other account for salary. I am yet to convert HSBC account into savings. As of now, this is in active and I didn't come across any hidden charge from this bank.",Blown Away!,0,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.5499}",0.5499,Neutral,when i was working in previous company they had opened a salary account from hsbc bank and i maintain it for the past 1 year but suddenly i changed to other company so opened other account for salary i am yet to convert hsbc account into savings as of now this is in active and i didn t come across any hidden charge from this bank ,1
Hull,Lloyds Bank,4.0,"""Need to improve service """,Lloyds Bank has provided a chance to open a salary account and I maintain for past 6 months. There is no hidden charges in this bank. It is a  zero balance account. I use to get an alert message on time  from bank whenever I do a transactions. There is no proper follow up because few months before I was applied a loan but no update from their end for further.,Great!,1,"{'neg': 0.115, 'neu': 0.838, 'pos': 0.047, 'compound': -0.5346}",-0.5346,To be Improved,lloyds bank has provided a chance to open a salary account and i maintain for past 6 months there is no hidden charges in this bank it is a zero balance account i use to get an alert message on time from bank whenever i do a transactions there is no proper follow up because few months before i was applied a loan but no update from their end for further ,1
Blackburn,Unknown,3.5,"""Need to improve mobile app service""","IOB mobile app is not much user friendly to access and its not up to the mark. I am holding this account for more than 5 years. Before it was salary account since changed to other company, so converted this account in to saving. ATM charges applicable of 20 pounds on 6 months once and transaction charge is applicable.",Pretty good,5,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.5759}",-0.5759,To be Improved,iob mobile app is not much user friendly to access and its not up to the mark i am holding this account for more than 5 years before it was salary account since changed to other company so converted this account in to saving atm charges applicable of 20 pounds on 6 months once and transaction charge is applicable ,1
Blackburn,Lloyds Bank,5.0,"""Good account """,I have a salary account with Lloyds Bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. It is easy to access mobile app and net banking. I use to get an alert message and mail  from bank whenever I do a transactions. I use to get card offers only not for any loans.,Blown Away!,0,"{'neg': 0.07, 'neu': 0.847, 'pos': 0.083, 'compound': 0.2023}",0.2023,Neutral,i have a salary account with lloyds bank for more than 3 years there is no hidden charges in this bank it is a zero balance account it is easy to access mobile app and net banking i use to get an alert message and mail from bank whenever i do a transactions i use to get card offers only not for any loans ,1
Cardiff,Unknown,5.0,"""Good account ""","On my personal need, I opened a saving account from United KingdomN Bank which am holding it for past 10 years. Banker  has suggested to open an account and also branch was near to my home. Need to maintain minimum of 1000 pounds if not charges are applicable of 100 to 120 pounds. I am using only net banking service.",Blown Away!,2,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.5594}",0.5594,Neutral,on my personal need i opened a saving account from united kingdomn bank which am holding it for past 10 years banker has suggested to open an account and also branch was near to my home need to maintain minimum of 1000 pounds if not charges are applicable of 100 to 120 pounds i am using only net banking service ,1
Cardiff,Santander,5.0,"""Good saving account """,I am holding a salary account  in Santander for more than 14 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. I am not getting much offers from this bank.,Blown Away!,1,"{'neg': 0.072, 'neu': 0.838, 'pos': 0.09, 'compound': 0.2732}",0.2732,Neutral,i am holding a salary account in santander for more than 14 years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions i am not getting much offers from this bank ,1
Kings Lynn,Unknown,5.0,"""Good Account""",I have been using the savings account from Syndicate bank  and i opened this account 3 years ago based on my friend's recommendation. I don't use their net banking facility and mobile app. I never visited their branch till now nor contacting the customer care. I need to hold a minimum balance of pounds. 1000. Bank transactions are smooth.,Blown Away!,0,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.4939}",0.4939,Neutral,i have been using the savings account from syndicate bank and i opened this account 3 years ago based on my friend s recommendation i don t use their net banking facility and mobile app i never visited their branch till now nor contacting the customer care i need to hold a minimum balance of pounds 1000 bank transactions are smooth ,1
Hull,Lloyds Bank,5.0,"""Best Account""",Lloyds Bank sales executive came to my company and opened a salary account for me. Its been 2 years and am using as zero balance account. Their net banking facility is best and its easy to access the mobile app too. I get a notification immediately whenever I'm doing the transaction. I never visited their branch till now but their call centre response is good.,Blown Away!,0,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.8126}",0.8126,Blown Away,lloyds bank sales executive came to my company and opened a salary account for me its been 2 years and am using as zero balance account their net banking facility is best and its easy to access the mobile app too i get a notification immediately whenever i m doing the transaction i never visited their branch till now but their call centre response is good ,1
Hull,Unknown,5.0,"""Excellent services""","4 years ago, i have opened the salary account from Standard Chartered bank because from my company side they have provided this account. Its a zero balance account to use. They have provided me a app which is briefly mentioned everything. In the branch, the response is good. ATM facility is not available in all the places but they have given me a facility of unlimited withdrawals in all the bank ATM without any additional charges.",Blown Away!,7,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.489}",0.489,Neutral,4 years ago i have opened the salary account from standard chartered bank because from my company side they have provided this account its a zero balance account to use they have provided me a app which is briefly mentioned everything in the branch the response is good atm facility is not available in all the places but they have given me a facility of unlimited withdrawals in all the bank atm without any additional charges ,1
Aylesbury,Unknown,5.0,"""Need to provide more atm ""","When I was working in previous company , they told to open a salary account with ANDHRA bank and I maintain an account for the past 3 years. Since I changed to other company this account as converted now as saving account.  Its zero balance account. ATM charges are applicable. But there is no much ATM is avail in my city.",Blown Away!,0,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.5187}",-0.5187,To be Improved,when i was working in previous company they told to open a salary account with andhra bank and i maintain an account for the past 3 years since i changed to other company this account as converted now as saving account its zero balance account atm charges are applicable but there is no much atm is avail in my city ,1
Aylesbury,HSBC,5.0,"""Need to decrease charge """,I am holding a salary account in HSBC for more than one year. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. On quarterly basis charges are applicable of 30 pounds for SMS charges and ATM charge is applicable of if I use more than 5 times in a month.,Blown Away!,0,"{'neg': 0.127, 'neu': 0.825, 'pos': 0.048, 'compound': -0.5106}",-0.5106,To be Improved,i am holding a salary account in hsbc for more than one year there is no hidden charges in this bank it is a zero balance account i am using mobile app and it is user friendly to access on quarterly basis charges are applicable of 30 pounds for sms charges and atm charge is applicable of if i use more than 5 times in a month ,1
Hull,Unknown,2.0,"""Problem free bank""","Almost 7 years, i have been using the salary account from UKn Overseas Bank and i have chosen this bank because it will not be much crowded as other banks. They don't deduct any kind of hidden charges. I need to maintain a minimum balance of pounds. 1000. Net banking facility is not that much advanced which can be improved.",Expected more,7,"{'neg': 0.065, 'neu': 0.882, 'pos': 0.053, 'compound': 0.067}",0.067,Neutral,almost 7 years i have been using the salary account from ukn overseas bank and i have chosen this bank because it will not be much crowded as other banks they don t deduct any kind of hidden charges i need to maintain a minimum balance of pounds 1000 net banking facility is not that much advanced which can be improved ,0
Warrington,HSBC,5.0,"""Good account """,My company has given option to maintain my salary account in HSBC. I have been holding this account for 10 years. There is no hidden charges. I can do minimum transaction amount of 5K which is low and need to maintain minimum of  150 pounds. Atm and branches are near. Mobile app  and net banking are user friendly to access . I get alert message from bank whenever I do a transaction.,Blown Away!,0,"{'neg': 0.088, 'neu': 0.838, 'pos': 0.074, 'compound': 0.0}",0.0,Neutral,my company has given option to maintain my salary account in hsbc i have been holding this account for 10 years there is no hidden charges i can do minimum transaction amount of 5k which is low and need to maintain minimum of 150 pounds atm and branches are near mobile app and net banking are user friendly to access i get alert message from bank whenever i do a transaction ,1
Cardiff,Unknown,5.0,"""Best savings account""","I have been using savings account with KARNATAKA Bank since 2011. This is only savings account,  so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",Blown Away!,2,"{'neg': 0.067, 'neu': 0.789, 'pos': 0.144, 'compound': 0.3256}",0.3256,Neutral,i have been using savings account with karnataka bank since 2011 this is only savings account so no need to maintain minimum balance whenever i do cash withdrawal shopping have been receiving alert message customer service and responsiveness was good ,1
Hull,Unknown,5.0,"""Very fast message""","From United KingdomN OVERSEAS BANK, i am using savings account more than 15 years. There is card charges, i am maintaining pounds. 1000 in this bank.  I am using mobile app and net banking.  They are good in alert messages whenever I do a transactions. ATMs and branches are near to my residence.",Blown Away!,8,"{'neg': 0.039, 'neu': 0.815, 'pos': 0.146, 'compound': 0.7003}",0.7003,Neutral,from united kingdomn overseas bank i am using savings account more than 15 years there is card charges i am maintaining pounds 1000 in this bank i am using mobile app and net banking they are good in alert messages whenever i do a transactions atms and branches are near to my residence ,1
Hull,Nationwide,5.0,"""Good""","Recently i have taken PNB savings account, they told me to maintain a balance of pounds. 1500 even though I'm maintaining minimum balance, they are deducting lots of hidden charges . ATM and branch is near to my home, Their customer service is giving proper response.",Blown Away!,15,"{'neg': 0.046, 'neu': 0.901, 'pos': 0.053, 'compound': 0.0772}",0.0772,Neutral,recently i have taken pnb savings account they told me to maintain a balance of pounds 1500 even though i m maintaining minimum balance they are deducting lots of hidden charges atm and branch is near to my home their customer service is giving proper response ,1
Hull,Unknown,5.0,"""Excellent Service""",I am using Standard Chartered Bank salary account   for 1.5 years .This account  is used much frequently and also  using net banking  service as well as  mobile banking service and credit card  bill payment and money transfer .customer  service is also good and  banking service was comfortable .,Blown Away!,5,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.872}",0.872,Blown Away,i am using standard chartered bank salary account for 1 5 years this account is used much frequently and also using net banking service as well as mobile banking service and credit card bill payment and money transfer customer service is also good and banking service was comfortable ,1
Telford,Santander,4.0,"""Good Service""","I am using Santander salary account which ,i am having more than 10 years .The transactions are done frequently and using net banking and mobile banking service it is very much user friendly.I am using both the service for credit card bill payment.Each transaction is safe and secure and ,i am satisfied with the service.",Great!,0,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.8658}",0.8658,Blown Away,i am using santander salary account which i am having more than 10 years the transactions are done frequently and using net banking and mobile banking service it is very much user friendly i am using both the service for credit card bill payment each transaction is safe and secure and i am satisfied with the service ,1
Hull,HSBC,4.5,"""Good Account """,My company gave me a salary account from HSBC and i have opened the account in the year of May 2015. Its a zero balance account to use. Its good to use the Internet banking and mobile app facility. I have visited their branch once because of changing my net banking pin and the response is superb. They do not take any extra charges from customer's account without customer's knowledge.,Excellent!,0,"{'neg': 0.029, 'neu': 0.874, 'pos': 0.097, 'compound': 0.7096}",0.7096,Neutral,my company gave me a salary account from hsbc and i have opened the account in the year of may 2015 its a zero balance account to use its good to use the internet banking and mobile app facility i have visited their branch once because of changing my net banking pin and the response is superb they do not take any extra charges from customer s account without customer s knowledge ,1
Guildford,Unknown,5.0,"""Best account """,I am holding my salary account with BANK OF BARODA on 7 years. Though its salary account I need to maintain a amount of 3K as minimum. There is no hidden charges and  service is good. Mobile app is user friendly to access. I get alert message on time for the transaction. I use to get offers for loans and credit card.,Blown Away!,0,"{'neg': 0.066, 'neu': 0.767, 'pos': 0.167, 'compound': 0.765}",0.765,Neutral,i am holding my salary account with bank of baroda on 7 years though its salary account i need to maintain a amount of 3k as minimum there is no hidden charges and service is good mobile app is user friendly to access i get alert message on time for the transaction i use to get offers for loans and credit card ,1
Cardiff,HSBC,5.0,"""The best bank""",I am using HSBC savings account almost 3 years before. I need to maintain a minimum balance of pounds. 5000. The branch is nearby  my office hence I chosen this bank. Staff response is really good. They don't deduct any hidden charges but they will charge for non balance maintenance like if less than 50% from the required balance they charge pounds. 500.,Blown Away!,0,"{'neg': 0.025, 'neu': 0.889, 'pos': 0.086, 'compound': 0.5854}",0.5854,Neutral,i am using hsbc savings account almost 3 years before i need to maintain a minimum balance of pounds 5000 the branch is nearby my office hence i chosen this bank staff response is really good they don t deduct any hidden charges but they will charge for non balance maintenance like if less than 50 from the required balance they charge pounds 500 ,1
Cardiff,Unknown,5.0,"""Call support can be better""",I have opened DBS bank salary account on 3 years ago. Its a zero balance account to use. Its good to use a Internet banking and mobile app facility. I will do most of the transactions through app since its very comfortable to use. There is no call support in this bank. There is no charges for the fund transfer.,Blown Away!,3,"{'neg': 0.1, 'neu': 0.757, 'pos': 0.142, 'compound': 0.5709}",0.5709,Neutral,i have opened dbs bank salary account on 3 years ago its a zero balance account to use its good to use a internet banking and mobile app facility i will do most of the transactions through app since its very comfortable to use there is no call support in this bank there is no charges for the fund transfer ,1
Ashford,Barclays,4.0,"""Good Account""","I opened my savings account from Barclays Tesla bank its because of the maintenance of zero balance. For my savings purpose, I have chosen this account but I'm not doing much transaction from this account. I am not using their online banking facility and mobile app. I availed the account on last 5 months back.",Great!,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral,i opened my savings account from barclays tesla bank its because of the maintenance of zero balance for my savings purpose i have chosen this account but i m not doing much transaction from this account i am not using their online banking facility and mobile app i availed the account on last 5 months back ,1
Ashford,HSBC,4.0,"""Average Account""",I am using my salary account from HSBC for almost 2 years. Its a zero balance account to use. I have experienced of their net banking facility which is good to use but i have not tried mobile app. I'm receiving an OTP immediately whenever I'm doing an online transaction. They don't deduct any kind of additional charges.,Great!,0,"{'neg': 0.048, 'neu': 0.917, 'pos': 0.035, 'compound': -0.1779}",-0.1779,To be Improved,i am using my salary account from hsbc for almost 2 years its a zero balance account to use i have experienced of their net banking facility which is good to use but i have not tried mobile app i m receiving an otp immediately whenever i m doing an online transaction they don t deduct any kind of additional charges ,1
Southend-on-Sea,HSBC,5.0,"""Very Good Account""",Opened my salary account with HSBC in the year of 2012 because my company has provided this account to me. Its a zero balance account to have. Its excellent to use the net banking and mobile app facility. Some time i went to the HSBC branch for converting my old cash to new one and for a transaction issue but response was not that good.,Blown Away!,0,"{'neg': 0.047, 'neu': 0.917, 'pos': 0.036, 'compound': -0.1923}",-0.1923,To be Improved,opened my salary account with hsbc in the year of 2012 because my company has provided this account to me its a zero balance account to have its excellent to use the net banking and mobile app facility some time i went to the hsbc branch for converting my old cash to new one and for a transaction issue but response was not that good ,1
Cardiff,Lloyds Bank,3.0,"""Good Services""",I am using the salary account from Lloyds Bank for more than 2 years because my company has provided me this account. I don't need to hold any minimum balance. I'm not using an Internet banking and mobile app facility because of the safe and security. They have not taken any additional charges from my account.,Satisfactory,0,"{'neg': 0.037, 'neu': 0.871, 'pos': 0.092, 'compound': 0.4939}",0.4939,Neutral,i am using the salary account from lloyds bank for more than 2 years because my company has provided me this account i don t need to hold any minimum balance i m not using an internet banking and mobile app facility because of the safe and security they have not taken any additional charges from my account ,0
Newcastle upon Tyne,HSBC,5.0,"""Best  Service""","I have HSBC Bank salary account which i am  using for the past 5 years from 2015 onward ,net banking mostly use  for money transfer and  credit card bill payment as well. The transaction  is very safe and banking service is much comfortable  pretty good .",Blown Away!,0,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.9459}",0.9459,Blown Away,i have hsbc bank salary account which i am using for the past 5 years from 2015 onward net banking mostly use for money transfer and credit card bill payment as well the transaction is very safe and banking service is much comfortable pretty good ,1
