author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
ANONYMOUS,"Mar 01, 2020",Vadodara,SBI,4.5,"""Good security but improvement need in customer care""",SBI is a good brand and sense of security being a public sector bank. I am holding the savings account from SBI for around 25 years. I need to maintain some minimum balance but nowadays i'm not doing much transaction from this account. Its not easy to get the things get resolved and i sent a mail to their team regarding the card replacement and the issue is not sorted out till i visited the branch hence i found its not customer friendly.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Excellent!,0
ARIF AHMED,"Mar 01, 2020",Bangalore,SBI,5,"""Good Bank""",I opened the savings account from SBI on 5 years back because its a good bank which as the branch in every village of  India. I need to hold a minimum balance of Rs. 1000. Its good to use the Internet banking and mobile app facility. Every time they are deducting some money without any customer's knowledge which is a very bad thing.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
harsh,"Mar 01, 2020",Udhampur,HDFC Bank,0.5,"""worst service """,I opened a saving account with them a long time ago and then they started to charging me for every small small thing that looked totally unnecessary. I would recommend people not to go with them and don't waste money. I even don't have words for them,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Unacceptable,7
WA,"Feb 29, 2020",New delhi,Kotak,5,"""Good saving account """,I am holding KOTAK bank saving account of 811. I maintain this account for more than 4 years. ATM charges are not using much rather I prefer for online transaction. ATM and branches are near. Mobile app and net banking both are user friendly to access. Each and every transaction is safe and secured. I use to get some offer message from bank end.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,3
SHI,"Feb 29, 2020",New delhi,HDFC Bank,5,"""Good app""",I am holding my salary account from HDFC bank for more than 9 years. There is no any option so chosen this bank. It is a zero  balance account and so far no hidden charge I faced from this bank.  I get alert message on time whenever I do a transaction.  There is nominal charge from wallet to account.  In payzap app I am getting good offers for Zomato  and Swiggy.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
NAVAS  M,"Feb 29, 2020",Coimbatore,review,4,"""Best account""",I am using CITY UNION BANK  since 7 years and this is a savings account. I am keeping balance of Rs.1000  atm service is  near by residence and they given a domestic debit card. When ever I do cash withdrawal and doing  shopping  i am getting alert messages.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,2
YARRI  SWAMY,"Feb 29, 2020",Bangalore,SBI,5,"""Good""","I have opened my savings account with SBI before  eight years ago. My experience is very very good and I like the customer support and  i need to maintain a minimum balance of Rs. 10,000. I took an International debit card and annual fee is Rs.500.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
YARRI,"Feb 29, 2020",Bangalore,HDFC Bank,5,"""Best bank ""","HDFC is a very good bank, their executive is understanding the customer concern well and ready to help at any cast. I have been using the savings account and this is salary cums savings so no need to maintain minimum balance, even though I maintain  Rs. 1000.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
S P,"Feb 29, 2020",Chennai,review,3,"""Best savings account""","Andhra Bank saving account i am using more than 10 years. I need to maintain a minimum balance of Rs.1000. Their Internet banking facility is good and they do provided me a proper response. I m using Google pay and more for easy payment.Every day i can withdraw cash from atm upto Rs.50,000 and I will receive alert msg from the bank.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,2
BISWAJYOTI  CHAKRABORTY,"Feb 29, 2020",Kolkata,SBI,4,"""Best savings account""",I have opened my savings account in SBI  before four years ago. Customer support is average in SBI and also they given a international debit card. Every thing is good and also i  need to maintain a minimum balance of Rs. 1000 since it is a rural area.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,1
B,"Feb 29, 2020",Kolkata,Axis Bank,5,"""Good account""","I am doing all my transactions through AXIS Bank,  its been 5-6 years using savings account. There is requirement for minimum balance so i am maintaining Rs. 10000. The branch is near by to my residence.  I went to the bank directly to link my Aadhar card and other things are done through online itself.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,1
AR,"Feb 29, 2020",Bangalore,Axis Bank,4,"""Good bank account """,I am holding salary account with AXIS. Some time they are deducting amount for consolidation charges is applicable on monthly wise up to 800 rupees which is high.  No need to maintain a minimum balance account. I maintain this account for past 3 yeas. Atm charge also applicable of 15 rupees if I do a transaction more than 3 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Great!,1
A,"Feb 28, 2020",Kolkata,HDFC Bank,4,"""Good service""","From HDFC Bank, i have an account and i am using this savings account more than 3 years. Customer service was good and i wont use Internet banking in HDFC. ATM service is near by  residence and also i am getting alert messages for cash withdrawal.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
AAMIR  ALI,"Feb 28, 2020",Kolkata,IndusInd Bank,5,"""Best savings account""",My salary account is maintained with INDUSIND Bank for nearly 5 years and till now there was no issues. The rate of interest is very less for the loans and there is no hidden charges moreover its a friendly bank according to my experience. I am using the online service which is very good i no need to maintain minimum balance.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,5
JA,"Feb 28, 2020",Hyderabad,Axis Bank,4.5,"""Good bank""",I have an account with AXIS Bank and I am using this savings account more than 4 years. Internet banking is very easy to access and no need to maintain minimum balance because this is salary cums savings. Initially either 1 or 2 transactions got failed but with in 48hrs the  problem was resolved.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Excellent!,0
JANI B,"Feb 28, 2020",Hyderabad,SBI,4,"""Good service ""","SBI has best Internet banking very fast and easy to access any one. I am using this savings account more than 10 years, if i withdrawal cash more than 5 time they are charging 25rupees. Maintaining minimum balance of Rs. 3000 and maintenance charges are very high.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
JANI B Y,"Feb 28, 2020",Hyderabad,review,4.5,"""Good bank ""","DBS Bank has a very good and fast Internet banking and they gives zero balance account. I am using this savings account quite for a long time, I can withdraw  cash from other bank also I can do N number of time transaction with no charges. Per day I can withdraw the cash of Rs. 40k compare to other bank 6% interest rate.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,7
ANONYMOUS,"Feb 28, 2020",Chennai,Canara Bank,5,"""Good Bank""","I have chosen my savings account from Canara bank  almost 7 years ago because it was offered by my company hence i took it. Its a zero balance maintenance bank. Their Internet banking and mobile app facility are good. Many times, I have visited their branch and the response was prompt.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,5
Aaba Chakma,"Feb 28, 2020",Bangalore,review,0.5,"""Terrible Service,  app and bank servers almost never work""","The bank servers are down most of the time, rendering upi transactions and even opening their app impossible. I was supposed to receive a refund of 1029 rupees and they never sent messages alerting me about it and it doesn't reflect in the statement either or the bank balance for that matter. Spoke to the customer service who claimed it had been credited on the same day it was deducted, which is laughable because I was informed that the refund had been initiated a day after the transaction. still don't know where that money went.  Only sign up to their banking services if you want to lose money and not be able to hse it for transactions half the time.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Unacceptable,7
M  MURARI,"Feb 28, 2020",Bangalore,review,4.5,"""Best service""",I am using salary account with Vijaya bank for the past  one year. Banking service is much comfortable and using mobile banking service it is very user friendly and mostly used for money transfer .If contact customer service will be getting good response .There was no fraudulent transaction happened so far and transaction is safe and secure.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,1
J,"Feb 28, 2020",Bangalore,HDFC Bank,4,"""Best application""",I am doing all my transactions through HDFC Bank. Its been 11 months  i am holding savings account with this bank. This is a salary cum savings account so no need to maintain minimum balance. The branch is 6 kilometer from my residence and i went to the bank only to link my Aadhar card and other things are done through online itself. App is best thing they given Bio metric finger print access this helps no need to put password.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
ANONYMOUS,"Feb 28, 2020",Chennai,SBI,5,"""Easy to access the mobile banking""","In SBI bank, i have opened the savings account 5 years before because the branch is located near to my home. Monthly i need to maintain a minimum balance of Rs. 3000. I am using the Internet banking facility which is safe and secure to use. There is no additional charges for IMPS and NEFT transactions.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
S,"Feb 27, 2020",Chennai,review,4,"""Best bank ""","I am using SYNDICATE Bank savings account more than 6 years. I am maintaining minimum balance of Rs. 500, customer service was good.  ATM service is near to my residence and there is no debit card charges. I am getting alert messages whenever am withdrawing cash from ATM.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,1
ANONYMOUS,"Feb 27, 2020",Jamshedpur,Axis Bank,5,"""Axis bank is best for service""",I have a savings account from Axis bank and their customer care service is best because no need to spend more time and its easy to connect. My minimum balance amount of Rs. 10000 is maintained in my account till now. I have not experienced of the online banking and mobile app. Axis bank executive came to my home and approached me to open the savings account. They have provided the debit card and credit card easily.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
ANONYMOUS,"Feb 27, 2020",Jamshedpur,Punjab National Bank,5,"""PNB is best nationalized bank for customer""",Chosen my savings account from Punjab National Bank because the branch is nearest to my home. I need to hold a minimum balance of Rs. 2000. Till now they have not deducted any kind of hidden charges. I have not used their Internet banking and mobile app facility. I used to do a deposit through their cash deposit machine and quarterly i visit the branch for the updation of passbook and the response was really good.,https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png,Blown Away!,4
MOHIT,"Feb 27, 2020",Noida,HDFC Bank,4,"""Good""","From HDFC Bank Internet banking and mobile banking are very easy to access. I am using this savings account more than 8 years, i am maintaining minimum balance of Rs. 5000. Customer service and responsiveness was good and ATM facility near to my residence.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
M KHARE,"Feb 27, 2020",Noida,SBI,4,"""Good ""","I am using savings account with SBI more than 4 years. I am maintaining minimum balance of Rs. 5000 whenever I withdraw cash and doing shopping  getting alert messages. The rate of interest was good since this is a Government organization interest rate was nomral. I have a domestic debit card, customer service was good. Internet banking is easy to access in SBI.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
R M,"Feb 27, 2020",Chennai,review,5,"""Very Good Account""","4.5 years ago, i have started using the salary account from Oriental Bank of Commerce because it was given by my company. Its a zero balance account to use. I'm using net banking facility and its easy to understand their mobile app is useful. Their branch response is good and the staffs are helpful towards the customer.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
S,"Feb 27, 2020",New delhi,IndusInd Bank,5,"""Excellent service""",My savings account is with INDUSIND Bank and i am using this account more than 2 years. Customer service was excellent and no need to maintain minimum balance. I am getting alert messages. ATM facility is near to my resident and there is no debit card charges.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,2
THIRUNAVU,"Feb 27, 2020",Chennai,HDFC Bank,5,"""Good Account""",I have been using the salary account with HDFC for almost 5 years. Its a zero balance account to use. They are sending a monthly statement properly. They have not deducted any hidden charges from my account. This is recommendable bank to others.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
MAR,"Feb 26, 2020",Hyderabad,SBI,4,"""Medium""",I am having my salary account in SBI for the past 4 years. It is a zero balance account. So far I haven't faced any SMS and ATM charges. I do get alert message from bank when I do a transaction.  They have not send any offers message till now.  The customer service is bit delay to reach out the customer.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
MU,"Feb 26, 2020",Kolkata,review,3.5,"""Need to improve their net banking service """,I maintain my saving account with ALLAHABAD BANK for the pat 3-4 years. It is a zero  balance account. I am using  net banking service it is very complicate to use.  There is no hidden charge in this account.  ATM and branch's are near from my place.  I get alert message on time whenever I do a transaction.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Pretty good,8
C MONDAL,"Feb 26, 2020",Kolkata,Axis Bank,5,"""Not Satisfactory""",I have Axis Bank salary account for the past 6 years. I am using net banking service as well as mobile banking service both are very user friendly. Their service is friendly and using this account for money transfer and paying credit card bill payment. Each transaction is still active and customer service is also good and there is proper response if approach for any assistance.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,1
D,"Feb 25, 2020",Surat,Axis Bank,5,"""Excellent Service""",I am using Axis bank salary account for the past 1 month only since recently opened this account .I am using net banking service as well as mobile banking both are very user friendly to access. Each and every transaction will be very safe and secured. The customer service is really good and satisfied with the service .,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
G  BHIMA,"Feb 25, 2020",Hyderabad,HDFC Bank,5,"""Excellent Service""","I have HDFC  salary account for  the past  three  years. I am using net banking and mobile banking  service  both are very user friendly to access.  I am using mobile app  for money transfer , the credit card bill payment and everything was good to me so far.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,4
RANGDHAL,"Feb 25, 2020",Hyderabad,review,5,"""Good Account""",I have selected the Salary account from Syndicate bank because its a Government bank and the branch is located near to my home. I don't need to hold any minimum balance. I am not using net banking and mobile app facility. No hidden charges deducted from this bank. Branch response was really good and the staffs are responsive and co-ordinate.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
ANGELINE,"Feb 25, 2020",Chennai,SBI,5,"""Good """,My salary account is opened from State Bank of India because the branch is located to nearby place and i need to maintain a minimum balance of Rs. 2000. Their Internet banking facility is good and they do provided me a proper response when i go to their branch. They have not deducted any kind of un-necessary charges.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
ANONYMOUS,"Feb 25, 2020",Hyderabad,Kotak,4,"""Good Account""",I opened my savings account from Kotak Mahindra bank because my friend recommended me about this bank since he is working over there. Its a zero balance account. I can withdraw upto Rs. 25000 from the ATM per day. They don't charge anything for other ATM withdrawals even if i use more than 5 times.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1
ANONYMOUS,"Feb 25, 2020",Hyderabad,HDFC Bank,4,"""Very Good Account""","Opened my salary account with HDFC and its been 1.5 years ago. I have selected HDFC as my salary account since no need to maintain any minimum balance. Its good to use their Internet banking facility. In the branch, employees are very good and they are helping me a lot.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
Vicky,"Feb 25, 2020",Bangalore,Axis Bank,0.5,"""Worst Customer support at Cox town branch ""","Need a lot of improvement in guiding a customer, they tell you can visit any branch but these people are just trying to chase me away from their branch, i don't know why the hell they show ad's visit any branch o+ customer service that female is not even listening to my issue she is just telling go to your branch where you opened your account. And they charge so much for applying a new debit card, i told them i lost my card and someone tried to access it i have blocked i need to replace this card, but she is telling pay 590 to get a new card or you will not get a card. Using this account from past 5 years in which i'm using all the service such as loan, credit card ..... Totally disappointed with Axis bank service.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Unacceptable,8
RAJAPANDIYAN,"Feb 25, 2020",Chennai,Kotak,5,"""Good Account""","7 months ago, i have taken a savings account from Kotak Mahindra Bank. For the personal savings purpose i took this account and they have provided me a zero maintenance account. I opened this account through online and i have uploaded all my documents through online. They have sent me a cheque book and debit card through courier.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1
RAJA,"Feb 25, 2020",Chennai,review,5,"""Good Account""","My salary account was opened in South Indian Bank and i am holding this account for almost 10 years. Its a zero balance account to use. I am using their net banking facility and i have not tried their mobile app facility. In the branch response was really good. Whenever I'm swiping my card, getting the notification immediately.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,7
PALLY,"Feb 24, 2020",Bangalore,SBI,3,"""Good service""",I am having my saving account  from SBI past  8-9  years. There is no hidden charges in this bank. It is not a zero balance account need to maintain a minimum balance of 500 rupees. I am using mobile app and it is not user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATM  charges are applicable more than 5 times in a month of 20 rupees.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,0
LY,"Feb 24, 2020",Bangalore,review,1,"""Need to improve their service ""","I am holding a saving cums salary  account  with Syndicate bank for more than 5 years. There is no hidden charges in this bank. It is a  minimum  balance need to maintain of 500 rupees. I faced lot of issues. Everything is lacking , mobile app is not user friendly. If try to download bank statement some issue will be held.  There was no alert msg regarding the transactions.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Really Bad,4
ANONYMOUS,"Feb 24, 2020",Ghaziabad,Kotak,5,"""Excellent Account""",Kotak Mahindra bank is maintaining a good rapport with the customer. I have been holding the salary account with the Kotak Mahindra bank for almost 5 years. Its a zero balance account to use. Mobile app is quite good and convenient to use. Rarely i visited their branch and the response was quite prompt.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1
VARUN,"Feb 24, 2020",Jaipur,review,4.5,"""Service is excellent in all the aspects""",I'm using a Central bank of India savings account for last 10 years and i haven't faced any single issue till now. Banking service is good rather than others. I hold a minimum balance of Rs. 1000. I can find the ATMs in all the places even in small villages. I used to visit the branch every three months once to know about the child scheme and the response was prompt.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,5
V K J,"Feb 24, 2020",Jaipur,review,4,"""Everything is good in bank""",Using my salary account from Federal Bank for past 1 year. Its a zero balance maintenance account. Its good to use the Internet banking facility and its easy to handle the mobile app. I called the customer care service to activate the mobile banking facility and they have resolved it immediately.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,18
VAM,"Feb 24, 2020",Hyderabad,IndusInd Bank,4,"""Need to provide more atm and branch""","Before, INDUSIND was my salary account since I changed to other company now it is converted as saving account. I am holding this account for past  2 years. It is a zero balance account.  ATM and branch's are far away to reach them.  I am not getting any offers message from bank end.",https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Great!,5
RU,"Feb 24, 2020",Hyderabad,HDFC Bank,5,"""Need to provide more offer message ""","I am holding a salary account from HDFC for last 12 months. No need to maintain a minimum balance on this account.  There is some ATM charge, if I do a transaction more than 5 times in a month then they deduct 25 rupees.  Atm's and branch are far away from my place. I am not getting any offer messages.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,3
B S,"Feb 24, 2020",Chennai,Canara Bank,5,"""Good""","I am using CANARA Bank savings account more than 15 years. This is a salary cums savings account need to maintain minimum balance of Rs.1000 and also my name has printed on my card , mob app net banking is really super. Customer service was good.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,6
BAL T,"Feb 24, 2020",Chennai,review,5,"""Best savings account""","I am using ANDHRA Bank savings account more than 8 years, simply i have opened this account. I am maintaining minimum balance of Rs. 1000,  customer service  was good. ATM facility is available near by home and charges are applicable for more than 5 transactions",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
POLAVARAPU,"Feb 24, 2020",Visakhapatnam,SBI,5,"""Good Account""","5 years back, i have chosen my salary account from SBI because my company has referred it. Its a zero balance maintenance account. SBI app is better to use. To apply for a cheque book i have visited the branch and they have given me a application to submit and the employees are very helpful.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,4
SANTHOSH,"Feb 24, 2020",Chennai,Kotak,5,"""Average Account""",My company have opened the salary account from Kotak Mahindra bank and i am holding this account for almost 10 years. I don't need to maintain any minimum balance. I have experienced of their mobile app which is good to use. Response was fine in the branch and they have provided me a monthly statement when i asked them.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0
N S,"Feb 23, 2020",Coimbatore,SBI,4,"""Better Account""","Maximum for past 3 years before, i have opened the savings account from SBI bank. I need to hold a balance of Rs. 500. I have experienced of their net banking facility and its good to use. They have taken extra charges from my account earlier for the other bank ATM withdrawals. They are sending the notifications whenever they withdraw the money from my account.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
N S,"Feb 23, 2020",Coimbatore,Canara Bank,5,"""Perfect banking""","Canara bank service is fine for me. I have been holding this salary account for around 1 year. I need to maintain a minimum balance of Rs. 500. Their net banking facility is fine. I went to the branch for the cash deposit and the response is good. The employees are co-operative. All the options are easy to handle in mobile app. Overall, I'm satisfied with their services.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,3
SH,"Feb 23, 2020",Chennai,review,5,"""Good account """,INDIAN BANK service is good. I maintain a salary account for the past 5 years. I got offers direct from bank to open an account. It is zero balance account. Many ATMs and branches are avail in my city. I get alert message on time from banker whenever I do a transaction.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
RAM,"Feb 23, 2020",Chennai,review,5,"""Need to decrease charge ""","I am having my salary account in INDIAN OVERSEAS BANK for the past  20 years. Though its salary account need to maintain a minimum balance of 1K, if not some charge would be applicable.  There is hidden charges  are applicable up to 200 rupees.  I use to get alert message on time whenever I do a transaction.  I am not using net banking yet.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
VI,"Feb 22, 2020",Hyderabad,review,5,"""Good account""",I am having a saving account with DBS bank for the past one  year. Just I viewed in online about this bank and then I  opened an account with them. The process was good by 4 to 5 completed the full process. It is zero balance account. I can withdraw from other ATM  with free of cost. The amount of 10K applicable for per day can be withdrawn.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,4
VIJ,"Feb 22, 2020",Hyderabad,SBI,5,"""Good account""",I am holding a saving account with SBI for more than 10 years. It is a minimum balance account of 5K need to maintain on monthly basis. There are many ATMS but there will be no cash or I face server down issue. Per day I can withdraw the amount of 40K. I am using mobile app and net banking both are very user friendly.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
PATHAN,"Feb 22, 2020",Hyderabad,Citibank,5,"""Excellent Service""",I am using Citi Bank salary account for the past 2.5 years.I  am using net banking service as well as mobile banking service .I am using these service for recharge  and money transfer .If contact customer service will be getting good response.Each and  every transaction will be safe and secure .,https://static.bankbazaar.com/images/common/bank-logo/citibank.png,Blown Away!,1
K  HIDAYATH,"Feb 22, 2020",Bangalore,Axis Bank,5,"""Very Good Service""","I have Axis bank salary account which i am using for the past 4 years .I am using net banking service as well as mobile banking service both are very user friendly .I am using both the service for EMI payment ,Recharge  and for shopping  it is used very frequently .Customer service was also good and getting proper response if contact for any assistance.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
F,"Feb 21, 2020",Bangalore,Canara Bank,5,"""Best savings account""","On twelve years before, I have opened the savings account from CANARA bank. I need to hold a minimum balance of Rs. 500.  I am using the net banking facility and mobile app. Its a hassle free account to use.  Debit card charges are not applicable and I am using domestic card. The customer service is good, if I do more than 5 transactions no charges but if beyond that,  some charges are applicable.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,4
VICKAS,"Feb 21, 2020",Chennai,review,5,"""If you want to go with online banking, open digi bank. ""","I get an offer of 7% interest on savings account from DBS hence I have chosen this bank. Everything is available in online hence I can do all the updates in a faster way so I don't need to visit the branch also. Even though the account transaction goes  up and down, they won't charge me any minimum balance maintenance charges. Their mobile app is superb. This bank is save our time.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,5
CHARLES,"Feb 21, 2020",Chennai,SBI,5,"""Good to have the account in SBI""","For the last 2.5 years I'm using the salary account from SBI and i have not faced any issues so far. Initially it was my savings account from SBI after that my salary is getting credited to this account. Actually my father has recommended me about this bank. They have a good Internet banking facility. Once for opening the account, i went to the bank and the response is very good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
RAMESH K A,"Feb 21, 2020",Hyderabad,review,5,"""Good bank""",I have been using my savings account from ANDHRA Bank. This is also a salary cums savings so its a zero balance account. The customer service and responsiveness are good and I have ATM facility near my home. I am using net banking and mobile app both are very easy to access.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,7
RAMESH KUMAR A,"Feb 21, 2020",Hyderabad,SBI,4,"""Need to improve in customer service""","My salary account is maintain with SBI and its salary cums savings so need to maintain minimum balance., but i am keeping. This is a nationalized bank , service is not that much happy but is okay,  they don't have sufficient staff. I am using this account since my child hood.  More than 5transcations there are charging Rs. 30 they should be stop.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
BISWA,"Feb 21, 2020",Kolkata,HDFC Bank,4,"""Very good""",I have been holding savings account with HDFC Bank more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to my residence.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
ANONYMOUS,"Feb 21, 2020",Chennai,Kotak,4,"""Good bank but unhappy service""","I have opened the savings account on 2 years back and I have chosen Kotak Mahindra Bank because their executive approached me in my office. This card can be use  in other bank ATM also, there is no charges but after 6 months, they are charging for other ATM withdraw as well. I complaint about the same in the call centre but there is no prompt response hence I closed the account.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1
ANONYMOUS,"Feb 21, 2020",Chennai,review,1,"""Need to improve the service""","I had a savings account from Karur Vysya bank. Several times they told me to maintain a balance of Rs. 5000 even though I'm maintaining minimum balance, they are deducting lots of hidden charges by saying ATM charges and others. Their ATM will not work for most of the times but in Advertisement, they are saying about lots of features about this bank. I have already closed this account.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Really Bad,3
ANONYMOUS,"Feb 21, 2020",Chennai,review,5,"""Good bank and good services""","I have taken the home loan at that time  they were asked me to open a savings account from CITY UNION and this is almost customized bank. I need to hold a minimum balance of Rs. 5000. Customer service in the branch is good and the staffs are very helpful. When i face any problem, they will take care of it and try to sort out immediately.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
ANONYMOUS,"Feb 21, 2020",Chennai,review,5,"""Customized bank ""","From Tamilnad mercantile bank, I'm having a savings account for last 6 years. Its  easy to do the fund transfer and the banking service is transparent. Their ATMs are working properly. I need to maintain a minimum balance of Rs. 1000. They won't deduct any kind of hidden charges. Its convenient to use the mobile app.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,5
Ganapati prasad,"Feb 21, 2020",Bangalore,Kotak,1,"""Uncultured, Pathetic bank""","Cons.
1.  Daily you will receive a call, regarding Loan/credit card.
2.  No response from the customer care number. You cannot talk to the executive.'

There is no option to block call from loan executives. You will be tortured on a daily basis.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Really Bad,5
G A,"Feb 20, 2020",Chennai,Axis Bank,5,"""Good Account""","6 years ago, i have opened Axis bank salary account when i was working in previous company after that i have converted this account into savings. I need to maintain a minimum balance of Rs. 10000 orelse if i do more transaction then its not required. I am not using the net banking facility. All the options are easy to understand.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
MUTHU S,"Feb 20, 2020",Coimbatore,SBI,4,"""Best """,I am using savings account from SBI more than 20 years. I am not maintaining minimum balance since it is a salary cums savings. If i do any shopping or cash withdrawal i will be getting alert messages from bank. ATM facility is near to my residence and they giving good service.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
ROHITH  R,"Feb 20, 2020",Bangalore,SBI,4,"""Best savings account""","I have been using savings account with SBI quite for a long time. Its a salary cum savings, so no need to maintain minimum balance for cash cash withdrawal. Am doing shopping and getting alert messages. Customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
NT,"Feb 20, 2020",Jamshedpur,IDBI,5,"""Good """,I was stayed in Seraikella city  for previous job at that time I opened a saving account from IDBI. I used this account only for 2-3 months. Then I transferred  to Jumshedpur  so unable to use this account. There is no much branch's for this bank. Within 20 minutes I opened this account. Their service is good.  Need to maintain a minimum balance of 1000 rupees on monthly and now there was no requirement.,https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Blown Away!,4
